auc_roc,auc_pr,accuracy,precision,recall,f1,base_rate,target,model
0.6851252167823298,0.35852705017774067,0.6246666666666667,0.2996918335901387,0.641914191419142,0.40861344537815125,0.202,churn,logreg
0.6387107069102901,0.3207153199785038,0.798,0.0,0.0,0.0,0.202,churn,lgbm
0.6560660452010114,0.33026630178390703,0.6653333333333333,0.30490196078431375,0.5132013201320133,0.38253382533825336,0.202,churn,xgb
0.6312263702639113,0.5099804238094954,0.5893333333333334,0.4880875724404379,0.6343096234309623,0.5516739446870451,0.3983333333333333,outreach,logreg
0.6280527127110884,0.50747641492608,0.6016666666666667,0.0,0.0,0.0,0.3983333333333333,outreach,lgbm
0.6302683155808482,0.5060748795393752,0.6003333333333334,0.49857954545454547,0.5874476987447699,0.53937764118325,0.3983333333333333,outreach,xgb
